Title,Author,year
Teachers' Professional Development in a Climate of Educational Reform,"Little, Judith Warren",1993
Direct Effects of Assets and Savings on the College Progress of Black Young Adults,"Elliott, William; Nam, Ilsung",2012
Helping the Progress of Disadvantaged Students in Higher Education: The Federal Student Support Services Program,"Chaney, Bradford; Muraskin, Lana D.; Cahalan, Margaret W.; Goodwin, David",1998
Innovation and a Return to the Status: A Mixed-Methods Study of School Reconstitution,"Strunk, Katharine O.; Marsh, Julie A.; Hashim, Ayesha K.; Bush-Mecenas, Susan",2016
College Preparatory Curriculum for All: Academic Consequences of Requiring Algebra and English I for Ninth Graders in Chicago,"Allensworth, Elaine; Nomi, Takako; Montgomery, Nicholas; Lee, Valerie E.",2009
Teacher Labor Market Responses to Statewide Reform: Evidence from Michigan,"Brunner, Eric; Cowen, Joshua M.; Strunk, Katharine O.; Drake, Steven",2019
Improving College Access at Low-Income High Schools? The Impact of GEAR UP Iowa on Postsecondary Enrollment and Persistence,"Bowman, Nicholas A.; Kim, Sanga; Ingleby, Laura; Ford, David C.; Sibaouih, Christina",2018
Inquiry-Oriented Instruction in Science: Who Teaches that Way?,"Smith, Thomas M.; Desimone, Laura M.; Zeidner, Timothy L.; Dunn, Alfred C.; Bhatt, Monica; Rumyantseva, Nataliya L.",2007
Do Principals Fire the Worst Teachers?,"Jacob, Brian A.",2011
Fiscal Impacts and Redistributive Effects of the New Federalism on Michigan School Districts,"Kearney, C. Philip; Kim, Taewan",1990
Principal Preferences and the Uneven Distribution of Principals across Schools,"Loeb, Susanna; Kalogrides, Demetra; Horng, Eileen Lai",2010
"Comparing and Contrasting the National Research Council Report ""On Evaluating Curricular Effectiveness"" with the What Works Clearinghouse Approach","Confrey, Jere",2006
The Effectiveness and Efficiency of Private Schools in Chile's Voucher System,"McEwan, Patrick J.; Carnoy, Martin",2000
Growth-Mindset Interventions at Scale: Experimental Evidence from Argentina,"Ganimian, Alejandro J.",2020
Unbiased Causal Inference from an Observational Study: Results of a Within-Study Comparison,"Pohl, Steffi; Steiner, Peter M.; Eisermann, Jens; Soellner, Renate; Cook, Thomas D.",2009
Success for All: First-Year Results from the National Randomized Field Trial,"Borman, Geoffrey D.; Slavin, Robert E.; Cheung, Alan; Chamberlain, Anne M.; Madden, Nancy A.; Chambers, Bette",2005
Longitudinal Findings from the Early College High School Initiative Impact Study,"Haxton, Clarisse; Song, Mengli; Zeiser, Kristina; Berger, Andrea; Turk-Bicakci, Lori; Garet, Michael S.; Knudson, Joel; Hoshen, Gur",2016
Dropout Rates after High-Stakes Testing in Elementary School: A Study of the Contradictory Effects of Chicago's Efforts to End Social Promotion,"Allensworth, Elaine M.",2005
Studying Large-Scale Reforms of Instructional Practice: An Example from Mathematics and Science,"Hamilton, Laura S.; McCaffrey, Daniel F.; Stecher, Brian M.; Klein, Stephen P.; Robyn, Abby; Bugliari, Delia",2003
Remedial Education as Ideological Background: Emerging Remedial Education Policies in the Community College,"Shaw, Kathleen M.",1997
School Entry Age and Children's Social-Behavioral Skills: Evidence From a National Longitudinal Study of U.S. Kindergartners,"Datar, Ashlesha; Gottfried, Michael A.",2015
Does Age of Entrance Affect Community College Completion Probabilities? Evidence from a Discrete-Time Hazard Model,"Calcagno, Juan Carlos; Crosta, Peter; Bailey, Thomas; Jenkins, Davis",2007
Does the Age that Children Start Kindergarten Matter? Evidence of Long-Term Educational and Social Outcomes,"Lincove, Jane Arnold; Painter, Gary",2006
Who Receives Federal Title I Assistance?: Examination of Program Funding by School Poverty Rate in New York State,"Carmichael, Paul H.",1997
"Student Selection, Attrition, and Replacement in KIPP Middle Schools","Nichols-Barrer, Ira; Gleason, Philip; Gill, Brian; Tuttle, Christina Clark",2016
"Revisiting the Impact of NCLB High-Stakes School Accountability, Capacity, and Resources: State NAEP 1990-2009 Reading and Math Achievement Gaps and Trends","Lee, Jaekyung; Reeves, Todd",2012
Can a Mixed-Method Literacy Intervention Improve the Reading Achievement of Low-Performing Elementary School Students in an After-School Program? Results from a Randomized Controlled Trial of READ 180 Enterprise,"Kim, James S.; Capotosto, Lauren; Hartry, Ardice; Fitzgerald, Robert",2011
Balancing Career and Technical Education with Academic Coursework: The Consequences for Mathematics Achievement in High School,"Bozick, Robert; Dalton, Benjamin",2013
The Variation in Student Achievement and Behavior within a Portfolio Management Model: Early Results from New Orleans,"McEachin, Andrew J.; Welsh, Richard Osbourne; Brewer, Dominic James",2016
The Impact of High-Stakes Testing in Chicago on Student Achievement in Promotional Gate Grades,"Roderick, Melissa; Jacob, Brian A.; Bryk, Anthony S.",2002
The Case for Participatory Evaluation,"Cousins, J. Bradley; Earl, Lorna M.",1992
Finance Equalization and Within-School Equity: The Relationship between Education Spending and the Social Distribution of Achievement,"Wenglinsky, Harold",1998
The Effectiveness of Private Voucher Education: Evidence from Structural School Switches,"Lara, Bernardo; Mizala, Alejandra; Repetto, Andrea",2011
Sources of Teacher Supply: Some New Evidence from Indiana,"Kirby, Sheila Nataraj; And Others",1991
Evaluating School Principals: Supervisor Ratings of Principal Practice and Principal Job Performance,"Grissom, Jason A.; Blissett, Richard S. L.; Mitani, Hajime",2018
Parental Influences on Postsecondary Decision Making: Evidence from a Text Messaging Experiment,"Castleman, Benjamin L.; Page, Lindsay C.",2017
The Path Not Taken: How Does School Organization Affect Eighth-Grade Achievement?,"Schwartz, Amy Ellen; Stiefel, Leanna; Rubenstein, Ross; Zabel, Jeffrey",2011
Leadership Content Knowledge,"Stein, Mary Kay; Nelson, Barbara S.",2003
Pathway to a Baccalaureate in STEM Fields: Community Colleges a Viable Route and Does Early STEM Momentum Matter?,"Wang, Xueli",2015
Disproportionate Burden: Estimating the Cost of FAFSA Verification for Public Colleges and Universities,"Guzman-Alvarez, Alberto; Page, Lindsay C.",2021
"Instructional Policy into Practice: ""The Power of the Bottom over the Top.""","Darling-Hammond, Linda",1990
A Randomized Field Trial of the Fast ForWord Language Computer-Based Training Program,"Borman, Geoffrey D.; Benson, James G.; Overman, Laura",2009
"Quality of Research Design Moderates Effects of Grade Retention on Achievement: A Meta-Analytic, Multilevel Analysis","Allen, Chiharu S.; Chen, Qi; Willson, Victor L.; Hughes, Jan N.",2009
Do Interactions with School Resource Officers Predict Students' Likelihood of Being Disciplined and Feelings of Safety? Mixed-Methods Evidence from Two School Districts,"Curran, F. Chris; Viano, Samantha; Kupchik, Aaron; Fisher, Benjamin W.",2021
Designing Inter-Organizational Networks to Implement Education Reform: An Analysis of State Race to the Top Applications,"Russell, Jennifer Lin; Meredith, Julie; Childs, Joshua; Stein, Mary Kay; Prine, Deanna Weber",2015
What Can We Learn from International Assessments?,"Mislevy, Robert J.",1995
What Do Parents Want from Schools? Evidence from the Internet,"Schneider, Mark; Buckley, Jack",2002
Toward Policy-Relevant Benchmarks for Interpreting Effect Sizes: Combining Effects with Costs,"Harris, Douglas N.",2009
The Long-Run Effects of Proprietary Schools on Wages and Earnings: Implications for Federal Policy,"Grubb, W. Norton",1993
Ending to What End? The Impact of the Termination of Court-Desegregation Orders on Residential Segregation and School Dropout Rates,"Liebowitz, David D.",2018
"When Public School ""Choice"" Is Not Academic: Findings from the National Education Longitudinal Study of 1988","Sosniak, Lauren A.; Ethington, Corinna A.",1992
Promise and Paradox: Measuring Students' Non-Cognitive Skills and the Impact of Schooling,"West, Martin R.; Kraft, Matthew A.; Finn, Amy S.; Martin, Rebecca E.; Duckworth, Angela L.; Gabrieli, Christopher F. O.; Gabrieli, John D. E.",2016
Educational Effects of Banning Access to In-State Resident Tuition for Unauthorized Immigrant Students,"Villarraga-Orjuela, Alexander; Kerr, Brinck",2017
Can Research Design Explain Variation in Head Start Research Results? A Meta-Analysis of Cognitive and Achievement Outcomes,"Shager, Hilary M.; Schindler, Holly S.; Magnuson, Katherine A.; Duncan, Greg J.; Yoshikawa, Hirokazu; Hart, Cassandra M. D.",2013
An Empirical Investigation of Professional Development Effects on Literacy Instruction Using Daily Logs,"Correnti, Richard",2007
Who Teaches and Where They Choose to Teach: College Graduates of the 1990S,"Bacolod, Marigee",2007
Assessing the Use of Aggregate Data in the Evaluation of School-Based Interventions: Implications for Evaluation Research and State Policy Regarding Public-Use Data,"Jacob, Robin T.; Goddard, Roger D.; Kim, Eun Sook",2014
Teacher Coaching in a Simulated Environment,"Cohen, Julie; Wong, Vivian; Krishnamachari, Anandita; Berlin, Rebekah",2020
Is There a de Facto National Intended Curriculum? Evidence from State Content Standards,"Porter, Andrew C.; Polikoff, Morgan S.; Smithson, John",2009
Where Should Student Teachers Learn to Teach? Effects of Field Placement School Characteristics on Teacher Retention and Effectiveness,"Ronfeldt, Matthew",2012
Grading New York: Accountability and Student Proficiency in America's Largest School District,"Winters, Marcus A.; Cowen, Joshua M.",2012
Unmet Need: Evaluating Pell as a Lever for Equitable Dual Enrollment Participation and Outcomes,"Bettinger, Eric P.; Lu, Amanda; Matheny, Kaylee T.; Kienzl, Gregory S.",2022
Modifying Chapter 1 Program Improvement Guidelines to Reward Appropriate Practices,"Slavin, Robert E.; Madden, Nancy A.",1991
Charter Schools in Turnaround: Competing Institutional Logics in the Tennessee Achievement School District,"Glazer, Joshua L.; Massell, Diane; Malone, Matthew",2019
Public School Response to Special Education Vouchers: The Impact of Florida's McKay Scholarship Program on Disability Diagnosis and Student Achievement in Public Schools,"Winters, Marcus A.; Greene, Jay P.",2011
Class Size and Eighth-Grade Math Achievement in the United States and Abroad,"Pong, Suet-ling; Pallas, Aaron",2001
Supply and Demand of Minority Teachers in Texas: Problems and Prospects,"Kirby, Sheila Nataraj; Berends, Mark; Naftel, Scott",1999
Long-Run Changes in Underrepresentation after Affirmative Action Bans in Public Universities,"Long, Mark C.; Bateman, Nicole A.",2020
Running in Place: Low-Income Students and the Dynamics of Higher Education Stratification,"Bastedo, Michael N.; Jaquette, Ozan",2011
Veterans Going to College: Evaluating the Impact of the Post-9/11 GI Bill on College Enrollment,"Zhang, Liang",2018
Can Community Colleges Afford to Improve Completion? Measuring the Cost and Efficiency Consequences of Reform,"Belfield, Clive; Crosta, Peter; Jenkins, Davis",2014
Evaluating Teacher Preparation Using Graduates' Observational Ratings,"Ronfeldt, Matthew; Campbell, Shanyce L.",2016
"Sticks, Stones, Words, and Broken Bones: New Field and Lab Evidence on Stereotype Threat","Wei, Thomas E.",2012
"Does Attending a Charter School Reduce the Likelihood of Being Placed into Special Education? Evidence from Denver, Colorado","Winters, Marcus A.; Carpenter, Dick M., II; Clayton, Grant",2017
More than Sanctions: Closing Achievement Gaps through California's Use of Intensive Technical Assistance,"Strunk, Katharine O.; McEachin, Andrew",2014
Mathematics and Sciences Course Taking among Arab Students in Israel: A Case of Unexpected Gender Equality,"Ayalon, Hanna",2002
Linking Getting to School with Going to School,"Gottfried, Michael A.",2017
All That Glitters Is Not Gold: School Reform in Charlotte-Mecklenburg,"Smith, Stephen Samuel; Mickelson, Roslyn Arlin",2000
"Pulling Back the Curtain: Revealing the Cumulative Importance of High-Performing, Highly Qualified Teachers on Students' Educational Outcome","Lee, Se Woong",2018
An Investigation of Bias in Reports of the National Assessment of Educational Progress,"Braun, Henry; Zhang, Jinming; Vezzu, Sailesh",2010
"Do Strong Unions Shape District Policies? Collective Bargaining, Teacher Contract Restrictiveness, and the Political Power of Teachers' Unions","Strunk, Katharine O.; Grissom, Jason A.",2010
"Teacher Characteristics, Student Beliefs, and the Gender Gap in STEM Fields","Sansone, Dario",2019
Determinants of High Schools' Advanced Course Offerings,"Iatarola, Patrice; Conger, Dylan; Long, Mark C.",2011
Life after Vouchers: What Happens to Students Who Leave Private Schools for the Traditional Public Sector?,"Carlson, Deven; Cowen, Joshua M.; Fleming, David J.",2013
The Worsening Shortage of College-Graduate Workers,"Bishop, John H.; Carter, Shani",1991
State-Mandated Accountability in High Schools: Teachers' Interpretations of a New Era,"Louis, Karen Seashore; Febey, Karen; Schroeder, Roger",2005
Access to Excellence: Assignment to Honors English Classes in the Transition from Middle to High School,"Gamoran, Adam",1992
Measuring Teaching Practices at Scale: A Novel Application of Text-as-Data Methods,"Liu, Jing; Cohen, Julie",2021
The Effects of the Expansion of For-Profit Colleges on Student Enrollments and Outcomes at Community Colleges,"Soliz, Adela",2018
The Migration of High School Graduates to College,"Cooke, Thomas J.; Boyle, Paul",2011
Does Competition Improve Teaching and Learning? Evidence from New Zealand,"Ladd, Helen F.; Fiske, Edward B.",2003
Peer Review in the Funding of Research in Higher Education: The Australian Experience,"Jayasinghe, Upali W.; Marsh, Herbert W.; Bond, Nigel",2001
"Schools, Achievement, and Inequality: A Seasonal Perspective","Alexander, Karl L.; Entwisle, Doris R.; Olson, Linda S.",2001
Reading Instruction Time and Homogeneous Grouping in Kindergarten: An Application of Marginal Mean Weighting through Stratification,"Hong, Guanglei; Hong, Yihua",2009
The Determinants of Interdistrict Open Enrollment Flows: Evidence from Two States,"Carlson, Deven; Lavery, Lesley; Witte, John F.",2011
The Impact of Class Size on Instructional Strategies and the Use of Time in High School Mathematics and Science Courses,"Rice, Jennifer King",1999
"Supplemental Education Services under No Child Left Behind: Who Signs up, and What Do They Gain?","Heinrich, Carolyn J.; Meyer, Robert H.; Whitten, Greg",2010
The National Board for Professional Teaching Standards (NBPTS) Process: Who Applies and What Factors Are Associated with NBPTS Certification?,"Goldhaber, Dan; Perry, David; Anthony, Emily",2004
Middle School Math Acceleration and Equitable Access to Eighth-Grade Algebra: Evidence from the Wake County Public School System,"Dougherty, Shaun M.; Goodman, Joshua S.; Hill, Darryl V.; Litke, Erica G.; Page, Lindsay C.",2015
To Choose or Not to Choose: High School Choice and Graduation in Chicago,"Lauen, Douglas Lee",2009
Can Standardizing Applicant High School and Neighborhood Information Help to Diversify Selective Colleges?,"Mabel, Zachary; Hurwitz, Michael D.; Howell, Jessica; Perfetto, Greg",2022
How Much Do School Principals Matter When It Comes to Teacher Working Conditions?,"Burkhauser, Susan",2017
Parent Engagement Interventions Are Not Costless: Opportunity Cost and Crowd out of Parental Investment,"Robinson, Carly D.; Chande, Raj; Burgess, Simon; Rogers, Todd",2022
Adoption and Adaptation: School District Responses to State Imposed Learning and Graduation Requirements,"Sipple, John W.; Killeen, Kieran; Monk, David H.",2004
Exploring Influences of Policy Collisions on Transfer Student Access: Perspectives from Street-Level Bureaucrats,"Grote, Dustin M.; Knight, David B.; Lee, Walter C.; Watford, Bevlee A.",2020
Opportunity To Learn: The Impacts and Policy Implications,"Wang, Jia",1998
Creaming versus Cropping: Charter School Enrollment Practices in Response to Market Incentives,"Lacireno-Paquet, Natalie; Holyoke, Thomas T.; Moser, Michele; Henig, Jeffrey R.",2002
The Micropolitics of Implementing a School-Based Bonus Policy: The Case of New York City's Compensation Committees,"Marsh, Julie",2012
The Financial Benefits and Burdens of Performance Funding in Higher Education,"Hagood, Lori Prince",2019
"Holistic Admissions after Affirmative Action: Does ""Maximizing"" the High School Curriculum Matter?","Bastedo, Michael N.; Howard, Joseph E.; Flaster, Allyson",2016
"The Role of Social Capital in Youth Development: The Case of ""I Have a Dream"" Programs","Kahne, Joseph; Bailey, Kim",1999
Do Students in Gifted Programs Perform Better? Linking Gifted Program Participation to Achievement and Nonachievement Outcomes,"Redding, Christopher; Grissom, Jason A.",2021
Trends in Student Social-Emotional Learning: Evidence from the First Large-Scale Panel Student Survey,"West, Martin R.; Pier, Libby; Fricke, Hans; Hough, Heather; Loeb, Susanna; Meyer, Robert H.; Rice, Andrew B.",2020
On Getting It Right,"Shavelson, Richard J.; Webb, Noreen M.",1995
Early-Grade Retention and Children's Reading and Math Learning in Elementary Years,"Hong, Guanglei; Yu, Bing",2007
Principal Licensure Exams and Future Job Performance: Evidence from the School Leaders Licensure Assessment,"Grissom, Jason A.; Mitani, Hajime; Blissett, Richard S. L.",2017
The Political and Institutional Origins of a Randomized Controlled Trial on Elementary School Class Size: Tennessee's Project STAR,"Ritter, Gary W.; Boruch, Robert F.",1999
The Relationship between Sample Sizes and Effect Sizes in Systematic Reviews in Education,"Slavin, Robert; Smith, Dewi",2009
The Effects of the Initial English Language Learner Classification on Students' Later Academic Outcomes,"Shin, Nami",2018
Excused versus Unexcused: How Student Absences in Elementary School Affect Academic Achievement,"Gottfried, Michael A.",2009
Accountability Texas-Style: The Progress and Learning of Urban Minority Students in a High-Stakes Testing Context,"Heilig, Julian Vasquez; Darling-Hammond, Linda",2008
Implications of Income-Based School Assignment Policies for Racial School Segregation,"Reardon, Sean F.; Yun, John T.; Kurlaender, Michal",2006
High School Size: Which Works Best and for Whom?,"Lee, Valerie E.; Smith, Julia B.",1997
The Dilemma of Chapter 1 Program Improvement,"Heid, Camilla A.",1991
Remedial Inquiry-Based Science Education: Experimental Evidence from Peru,"Saavedra, Juan E.; Näslund-Hadley, Emma; Alfonso, Mariana",2019
Stakeholder Participation in Educational Performance Monitoring Systems,"Henry, Gary T.; And Others",1991
Analyzing State School Policymaking: An Arena Model,"Mazzoni, Tim L.",1991
Education Productivity Research: An Update and Assessment of Its Role in Education Finance Reform,"Monk, David H.",1992
"Can States Take Over and Turn Around School Districts? Evidence from Lawrence, Massachusetts","Schueler, Beth E.; Goodman, Joshua S.; Deming, David J.",2017
"School Size, Characteristics, and Outcomes","Fowler, William J., Jr.; Walberg, Herbert J.",1991
Rethinking the Allocation of Teaching Resources: Some Lessons from High-Performing Schools,"Miles, Karen Hawley; Darling-Hammond, Linda",1998
The Influence of High School Graduation Requirement Policy in Mathematics and Science on Student Course-Taking Patterns and Achievement,"Teitelbaum, Peter",2003
Assessing the Effects of School Resources on Student Performance: An Update,"Hanushek, Eric A.",1997
"Work Design, Role Conflict, and Role Ambiguity: The Case of Elementary and Secondary Schools","Bacharach, Samuel B.; And Others",1990
Merit or Family Background? Problems in Research Policy Initiatives in Japan,"LeTendre, Gerald K.; Rohlen, Thomas P.; Zeng, Kangmin",1998
Experimental Estimates of the Student Attendance Production Function,"Tran, Long; Gershenson, Seth",2021
Team Pay for Performance: Experimental Evidence from the Round Rock Pilot Project on Team Incentives,"Springer, Matthew G.; Pane, John F.; Le, Vi-Nhuan; McCaffrey, Daniel F.; Burns, Susan Freeman; Hamilton, Laura S.; Stecher, Brian",2012
"Investing in Development: Six High-Performing, High-Poverty Schools Implement the Massachusetts Teacher Evaluation Policy","Reinhorn, Stefanie K.; Johnson, Susan Moore; Simon, Nicole S.",2017
School-Based Decision Making: A Principal-Agent Perspective,"Ferris, James M.",1992
The Unintended Consequences of an Algebra-for-All Policy on High-Skill Students: Effects on Instructional Organization and Students' Academic Outcomes,"Nomi, Takako",2012
Grade Retention and School Adjustment: An Explanatory Analysis,"Reynolds, Arthur J.",1992
"The Effect of Attending a Charter School in Newark, New Jersey, on Student Test Scores","Winters, Marcus A.; Shanks, Colin",2022
Teaching Students What They Already Know? The (Mis)Alignment between Mathematics Instructional Content and Student Knowledge in Kindergarten,"Engel, Mimi; Claessens, Amy; Finch, Maida A.",2013
Publication Bias: The Antagonist of Meta-Analytic Reviews and Effective Policymaking,"Banks, George C.; Kepes, Sven; Banks, Karen P.",2012
Minority Student Academic Performance under the Uniform Admission Law: Evidence from the University of Texas at Austin,"Niu, Sunny X.; Tienda, Marta",2010
Algebra for Everyone? Benefits of College-Preparatory Mathematics for Students with Diverse Abilities in Early Secondary School,"Gamoran, Adam; Hannigan, Eileen C.",2000
"Is There Empirical Evidence That Charter Schools ""Push Out"" Low-Performing Students?","Zimmer, Ron W.; Guarino, Cassandra M.",2013
Ready for College? Examining the Effectiveness of Targeted Interventions in High School,"Xu, Zeyu; Backes, Ben; Oliveira, Amanda; Goldhaber, Dan",2022
Teacher Attrition and Mobility during the Teach for America Clustering Strategy in Miami-Dade County Public Schools,"Hansen, Michael; Backes, Ben; Brady, Victoria",2016
Achievement Tests and Elementary ESOL Exit Criteria: An Evaluation,"Abella, Rodolfo",1992
A Revolution in One Classroom: The Case of Mrs. Oublier,"Cohen, David K.",1990
Who Takes What Math and in Which Track? Using TIMSS To Characterize U.S. Students' Eighth-Grade Mathematics Learning Opportunities,"Cogan, Leland S.; Schmidt, William H.; Wiley, David E.",2001
Teachers' Perceptions of Their Working Conditions: How Predictive of Planned and Actual Teacher Movement?,"Ladd, Helen F.",2011
Job Training and Economic Development Initiatives: A Study of Potentially Useful Companions,"Cantor, Jeffrey A.",1990
Mathematical Knowledge of Middle School Teachers: Implications for the No Child Left Behind Policy Initiative,"Hill, Heather C.",2007
The Missing Manual: Using National Student Clearinghouse Data to Track Postsecondary Outcomes,"Dynarski, Susan M.; Hemelt, Steven W.; Hyman, Joshua M.",2015
Street-Level Bureaucracy Revisited: Frontline District Central-Office Administrators as Boundary Spanners in Education Policy Implementation,"Honig, Meredith I.",2006
Developmental Education in North Carolina Community Colleges,"Clotfelter, Charles T.; Ladd, Helen F.; Muschkin, Clara; Vigdor, Jacob L.",2015
The Practical Relevance of Accountability Systems for School Improvement: A Descriptive Analysis of California Schools,"Mintrop, Heinrich; Trujillo, Tina",2007
Can Interdistrict Choice Boost Student Achievement? The Case of Connecticut's Interdistrict Magnet School Program,"Bifulco, Robert; Cobb, Casey D.; Bell, Courtney",2009
Classmates with Disabilities and Students' Noncognitive Outcomes,"Gottfried, Michael A.",2014
A Performance Evaluation System for Professional Support Personnel,"Stronge, James H.; Helm, Virginia M.",1992
Performance-Based Assessment and Instructional Change: The Effects of Testing in Maine and Maryland,"Firestone, William A.; Mayrowetz, David; Fairman, Janet",1998
The Returns of a Community College Education: Evidence from the National Education Longitudinal Survey,"Marcotte, Dave E.; Bailey, Thomas; Borkoski, Carey; Kienzl, Greg S.",2005
"Grade Retention, Postsecondary Education, and Public Aid Receipt","Ou, Suh-Ruu; Reynolds, Arthur J.",2010
The Best Path to Systemic Educational Policy: Standard/Centralized or Differentiated/Decentralized?,"Clune, William H.",1993
Which Instructional Practices Most Help First-Grade Students with and without Mathematics Difficulties?,"Morgan, Paul L.; Farkas, George; Maczuga, Steve",2015
Examining Implementation Fidelity in America's Choice Schools: A Longitudinal Analysis of Changes in Professional Development Associated with Changes in Teacher Practice,"Kisa, Zahid; Correnti, Richard",2015
The Effects of a Career-Ladder Program on School Organizational Process,"Ebmeier, Howard; Hart, Ann Weaver",1992
Increasing Teacher Use of Career-Relevant Instruction: A Randomized Control Trial of CareerStart,"Rose, Roderick A.; Woolley, Michael E.; Orthner, Dennis K.; Akos, Patrick T.; Jones-Sanpei, Hinckley A.",2012
Effects of Kindergarten Retention Policy on Children's Cognitive Growth in Reading and Mathematics,"Hong, Guanglei; Raudenbush, Stephen W.",2005
The Impact of Institutional Grant Aid on College Choice,"Hurwitz, Michael",2012
Students Left behind: Measuring 10th to 12th Grade Student Persistence Rates in Texas High Schools,"Domina, Thurston; Ghosh-Dastidar, Bonnie; Tienda, Marta",2010
The World's New Political Economy Is Politicizing Educational Evaluation,"Guthrie, James W.",1991
Collective Sensemaking about Reading: How Teachers Mediate Reading Policy in Their Professional Communities,"Coburn, Cynthia E.",2001
Does an Urban Teacher Residency Increase Student Achievement? Early Evidence from Boston,"Papay, John P.; West, Martin R.; Fullerton, Jon B.; Kane, Thomas J.",2012
What Works in College Outreach: Assessing Targeted and Schoolwide Interventions for Disadvantaged Students,"Domina, Thurston",2009
Using Covariates to Improve Precision for Studies that Randomize Schools to Evaluate Educational Interventions,"Bloom, Howard S.; Richburg-Hayes, Lashawn; Black, Alison Rebeck",2007
The Role of Nonsystem Actors in the Relationship between Policy and Practice: The Case of Reading Instruction in California,"Coburn, Cynthia E.",2005
Where Is Reform Taking Place? An Analysis of Policy Changes and School Climate,"Bernstein, Lawrence",1992
Assessing the Effects of Teachers' Reading Knowledge on Students' Achievement Using Multilevel Propensity Score Stratification,"Kelcey, Ben",2011
Impact of North Carolina's Early Childhood Initiatives on Special Education Placements in Third Grade,"Muschkin, Clara G.; Ladd, Helen F.; Dodge, Kenneth A.",2015
Aiming High and Falling Short: California's Eighth-Grade Algebra-for-All Effort,"Domina, Thurston; McEachin, Andrew; Penner, Andrew; Penner, Emily",2015
Using a Text-As-Data Approach to Understand Reform Processes: A Deep Exploration of School Improvement Strategies,"Sun, Min; Liu, Jing; Zhu, Junmeng; LeClair, Zachary",2019
Does Remediation Work for All Students? How the Effects of Postsecondary Remedial and Developmental Courses Vary by Level of Academic Preparation,"Boatman, Angela; Long, Bridget Terry",2018
Assessing the Effects of Place-Based Scholarships on Urban Revitalization: The Case of Say Yes to Education,"Sohn, Hosung; Rubenstein, Ross; Murchie, Judson; Bifulco, Robert",2017
Do Teacher Absences Impact Student Achievement? Longitudinal Evidence from One Urban School District,"Miller, Raegen T.; Murnane, Richard J.; Willett, John B.",2008
Does Work Inhibit Cognitive Development during College?,"Pascarella, Ernest T.; Edison, Marcia I.; Nora, Amaury; Hagedorn, Linda Serra; Terenzini, Patrick T.",1998
Incentive Pay Programs Do Not Affect Teacher Motivation or Reported Practices: Results from Three Randomized Studies,"Yuan, Kun; Le, Vi-Nhuan; McCaffrey, Daniel F.; Marsh, Julie A.; Hamilton, Laura S.; Stecher, Brian M.; Springer, Matthew G.",2013
"Evaluating the Impacts of ""New"" Performance Funding in Higher Education","Hillman, Nicholas W.; Tandberg, David A.; Fryar, Alisa H.",2015
Market Signals: Evidence on the Determinants and Consequences of School Choice from a Citywide Lottery,"Glazerman, Steven; Dotter, Dallas",2017
The Behavioral Effects of Variations in Class Size: The Case of Math Teachers,"Betts, Julian R.; Shkolnik, Jamie L.",1999
The Causal Effect of Federal Work-Study Participation: Quasi-Experimental Evidence from West Virginia,"Scott-Clayton, Judith",2011
Teacher-Led Math Inquiry: A Cluster Randomized Trial in Belize,"Hull, Darrell M.; Hinerman, Krystal M.; Ferguson, Sarah L.; Chen, Qi; Näslund-Hadley, Emma I.",2018
Applying Employee Involvement in Schools,"Mohrman, Susan Albers; And Others",1992
Investigating the Context of State-Level Policy Formation: A Case Study of Arizona's Bilingual Education Legislation,"Sacken, Donal M.; Medina, Marcello, Jr.",1990
Differential Effects of Literacy Instruction Time and Homogeneous Ability Grouping in Kindergarten Classrooms: Who Will Benefit? Who Will Suffer?,"Hong, Guanglei; Corter, Carl; Hong, Yihua; Pelletier, Janette",2012
"Teacher Value-Added at the High-School Level: Different Models, Different Answers?","Goldhaber, Dan D.; Goldschmidt, Pete; Tseng, Fannie",2013
"Higher Education Policy as Secondary School Reform: Texas Public High Schools after ""Hopwood""","Domina, Thurston",2007
Does Free Community College Improve Student Outcomes? Evidence from a Regression Discontinuity Design,"Bell, Elizabeth",2021
Reform and Teaching: Exploring Patterns of Practice in the Context of National and State Mathematics Reforms,"Spillane, James P.; Zeuli, John S.",1999
Making Sense of Distributed Leadership: The Case of Peer Assistance and Review,"Goldstein, Jennifer",2004
"Staffing, Financing, and Governing Professional Development Schools","Theobald, Neil D.",1991
"Assessment of Students with Disabilities in Kentucky: Inclusion, Student Performance, and Validity","Koretz, Daniel; Hamilton, Laura",2000
District Policy and Teachers' Social Networks,"Coburn, Cynthia E.; Russell, Jennifer Lin",2008
When Elementary Schools Stay Open Late: Results from the National Evaluation of the 21St Century Community Learning Centers Program,"James-Burdumy, Susanne; Dynarski, Mark; Deke, John",2007
Experimental Evidence on Teachers' Racial Bias in Student Evaluation: The Role of Grading Scales,"Quinn, David M.",2020
Comparative Perspectives on Educational Decentralization: An Exercise in Contradiction?,"Weiler, Hans N.",1990
One-to-One Technology and Student Outcomes: Evidence from Mooresville's Digital Conversion Initiative,"Hull, Marie; Duch, Katherine",2019
Does Teacher Certification Matter? High School Teacher Certification Status and Student Achievement,"Goldhaber, Dan D.; Brewer, Dominic J.",2000
The Hidden Costs of Corroboration: Estimating the Effects of Financial Aid Verification on College Enrollment,"Lee, Jason C.; Dell, Madison; González Canché, Manuel S.; Monday, Alex; Klafehn, Amanda",2021
